ReportDt,Unit,Power
02/21/2019,Columbia Generating Station,100
02/21/2019,Comanche Peak 1,100
02/21/2019,Comanche Peak 2,100
02/21/2019,Cooper,100
02/21/2019,D.C. Cook 1,93
02/21/2019,D.C. Cook 2,100
02/21/2019,Davis-Besse,100
02/21/2019,Diablo Canyon 1,0
02/21/2019,Diablo Canyon 2,100
02/21/2019,Dresden 2,100
02/21/2019,Dresden 3,100
02/21/2019,Duane Arnold,100
02/21/2019,Farley 1,0
02/21/2019,Farley 2,100
02/21/2019,Fermi 2,100
02/21/2019,FitzPatrick,100
02/21/2019,Ginna,100
02/21/2019,Grand Gulf 1,100
02/21/2019,Harris 1,100
02/21/2019,Hatch 1,100
02/21/2019,Hatch 2,0
02/21/2019,Hope Creek 1,100
02/21/2019,Indian Point 2,100
02/21/2019,Indian Point 3,100
02/21/2019,LaSalle 1,100
02/21/2019,LaSalle 2,0
02/21/2019,Limerick 1,100
02/21/2019,Limerick 2,100
02/21/2019,McGuire 1,100
02/21/2019,McGuire 2,100
02/21/2019,Millstone 2,100
02/21/2019,Millstone 3,100
02/21/2019,Monticello,88
02/21/2019,Nine Mile Point 1,91
02/21/2019,Nine Mile Point 2,100
02/21/2019,North Anna 1,100
02/21/2019,North Anna 2,96
02/21/2019,Oconee 1,100
02/21/2019,Oconee 2,100
02/21/2019,Oconee 3,100
02/21/2019,Oyster Creek,0
02/21/2019,Palisades,100
02/21/2019,Palo Verde 1,100
02/21/2019,Palo Verde 2,100
02/21/2019,Palo Verde 3,100
02/21/2019,Peach Bottom 2,100
02/21/2019,Peach Bottom 3,100
02/21/2019,Perry 1,75
02/21/2019,Pilgrim 1,100
02/21/2019,Point Beach 1,100
02/21/2019,Point Beach 2,100
02/21/2019,Prairie Island 1,100
02/21/2019,Prairie Island 2,100
02/21/2019,Quad Cities 1,97
02/21/2019,Quad Cities 2,100
02/21/2019,River Bend 1,75
02/21/2019,Robinson 2,100
02/21/2019,Saint Lucie 1,100
02/21/2019,Saint Lucie 2,100
02/21/2019,Salem 1,100
02/21/2019,Salem 2,100
02/21/2019,Seabrook 1,100
02/21/2019,Sequoyah 1,100
02/21/2019,Sequoyah 2,100
02/21/2019,South Texas 1,100
02/21/2019,South Texas 2,100
02/21/2019,Summer,100
02/21/2019,Surry 1,100
02/21/2019,Surry 2,100
02/21/2019,Susquehanna 1,100
02/21/2019,Susquehanna 2,89
02/21/2019,Three Mile Island 1,100
02/21/2019,Turkey Point 3,100
02/21/2019,Turkey Point 4,100
02/21/2019,Vogtle 1,100
02/21/2019,Vogtle 2,100
02/21/2019,Waterford 3,0
02/21/2019,Watts Bar 1,100
02/21/2019,Watts Bar 2,100
02/21/2019,Wolf Creek 1,100
02/20/2019,Arkansas Nuclear 1,100
02/20/2019,Arkansas Nuclear 2,100
02/20/2019,Beaver Valley 1,100
02/20/2019,Beaver Valley 2,100
02/20/2019,Braidwood 1,100
02/20/2019,Braidwood 2,100
02/20/2019,Browns Ferry 1,100
02/20/2019,Browns Ferry 2,90
02/20/2019,Browns Ferry 3,100
02/20/2019,Brunswick 1,100
02/20/2019,Brunswick 2,100
02/20/2019,Byron 1,100
02/20/2019,Byron 2,100
02/20/2019,Callaway,100
02/20/2019,Calvert Cliffs 1,100
02/20/2019,Calvert Cliffs 2,0
02/20/2019,Catawba 1,100
02/20/2019,Catawba 2,100
02/20/2019,Clinton,98
02/20/2019,Columbia Generating Station,100
02/20/2019,Comanche Peak 1,100
02/20/2019,Comanche Peak 2,100
02/20/2019,Cooper,100
02/20/2019,D.C. Cook 1,94
02/20/2019,D.C. Cook 2,100
02/20/2019,Davis-Besse,100
02/20/2019,Diablo Canyon 1,0
02/20/2019,Diablo Canyon 2,100
02/20/2019,Dresden 2,100
02/20/2019,Dresden 3,100
02/20/2019,Duane Arnold,100
02/20/2019,Farley 1,0
02/20/2019,Farley 2,100
02/20/2019,Fermi 2,100
02/20/2019,FitzPatrick,100
02/20/2019,Ginna,100
02/20/2019,Grand Gulf 1,100
02/20/2019,Harris 1,100
02/20/2019,Hatch 1,100
02/20/2019,Hatch 2,0
02/20/2019,Hope Creek 1,100
02/20/2019,Indian Point 2,100
02/20/2019,Indian Point 3,100
02/20/2019,LaSalle 1,100
02/20/2019,LaSalle 2,0
02/20/2019,Limerick 1,100
02/20/2019,Limerick 2,100
02/20/2019,McGuire 1,100
02/20/2019,McGuire 2,100
02/20/2019,Millstone 2,100
02/20/2019,Millstone 3,100
02/20/2019,Monticello,88
02/20/2019,Nine Mile Point 1,91
02/20/2019,Nine Mile Point 2,100
02/20/2019,North Anna 1,100
02/20/2019,North Anna 2,97
02/20/2019,Oconee 1,100
02/20/2019,Oconee 2,100
02/20/2019,Oconee 3,100
02/20/2019,Oyster Creek,0
02/20/2019,Palisades,100
02/20/2019,Palo Verde 1,100
02/20/2019,Palo Verde 2,100
02/20/2019,Palo Verde 3,100
02/20/2019,Peach Bottom 2,100
02/20/2019,Peach Bottom 3,100
02/20/2019,Perry 1,75
02/20/2019,Pilgrim 1,100
02/20/2019,Point Beach 1,100
02/20/2019,Point Beach 2,100
02/20/2019,Prairie Island 1,100
02/20/2019,Prairie Island 2,100
02/20/2019,Quad Cities 1,97
02/20/2019,Quad Cities 2,100
02/20/2019,River Bend 1,75
02/20/2019,Robinson 2,100
02/20/2019,Saint Lucie 1,100
02/20/2019,Saint Lucie 2,100
02/20/2019,Salem 1,100
02/20/2019,Salem 2,100
02/20/2019,Seabrook 1,100
02/20/2019,Sequoyah 1,100
02/20/2019,Sequoyah 2,100
02/20/2019,South Texas 1,100
02/20/2019,South Texas 2,100
02/20/2019,Summer,100
02/20/2019,Surry 1,100
02/20/2019,Surry 2,100
02/20/2019,Susquehanna 1,100
02/20/2019,Susquehanna 2,89
02/20/2019,Three Mile Island 1,100
02/20/2019,Turkey Point 3,100
02/20/2019,Turkey Point 4,100
02/20/2019,Vogtle 1,100
02/20/2019,Vogtle 2,100
02/20/2019,Waterford 3,0
02/20/2019,Watts Bar 1,100
02/20/2019,Watts Bar 2,100
02/20/2019,Wolf Creek 1,100
02/19/2019,Arkansas Nuclear 1,100
02/19/2019,Arkansas Nuclear 2,100
02/19/2019,Beaver Valley 1,100
02/19/2019,Beaver Valley 2,100
02/19/2019,Braidwood 1,100
02/19/2019,Braidwood 2,100
02/19/2019,Browns Ferry 1,100
02/19/2019,Browns Ferry 2,58
02/19/2019,Browns Ferry 3,100
02/19/2019,Brunswick 1,100
02/19/2019,Brunswick 2,99
02/19/2019,Byron 1,100
02/19/2019,Byron 2,100
02/19/2019,Callaway,100
02/19/2019,Calvert Cliffs 1,100
02/19/2019,Calvert Cliffs 2,0
02/19/2019,Catawba 1,100
02/19/2019,Catawba 2,100
02/19/2019,Clinton,98
02/19/2019,Columbia Generating Station,100
02/19/2019,Comanche Peak 1,100
02/19/2019,Comanche Peak 2,100
02/19/2019,Cooper,100
02/19/2019,D.C. Cook 1,95
02/19/2019,D.C. Cook 2,100
02/19/2019,Davis-Besse,100
02/19/2019,Diablo Canyon 1,0
02/19/2019,Diablo Canyon 2,100
02/19/2019,Dresden 2,100
02/19/2019,Dresden 3,100
02/19/2019,Duane Arnold,100
02/19/2019,Farley 1,100
02/19/2019,Farley 2,100
02/19/2019,Fermi 2,100
02/19/2019,FitzPatrick,100
02/19/2019,Ginna,100
02/19/2019,Grand Gulf 1,100
02/19/2019,Harris 1,100
02/19/2019,Hatch 1,100
02/19/2019,Hatch 2,0
02/19/2019,Hope Creek 1,100
02/19/2019,Indian Point 2,100
02/19/2019,Indian Point 3,100
02/19/2019,LaSalle 1,100
02/19/2019,LaSalle 2,0
02/19/2019,Limerick 1,100
02/19/2019,Limerick 2,99
02/19/2019,McGuire 1,100
02/19/2019,McGuire 2,100
02/19/2019,Millstone 2,100
02/19/2019,Millstone 3,100
02/19/2019,Monticello,89
02/19/2019,Nine Mile Point 1,91
02/19/2019,Nine Mile Point 2,100
02/19/2019,North Anna 1,100
02/19/2019,North Anna 2,97
02/19/2019,Oconee 1,100
02/19/2019,Oconee 2,100
02/19/2019,Oconee 3,100
02/19/2019,Oyster Creek,0
02/19/2019,Palisades,100
02/19/2019,Palo Verde 1,100
02/19/2019,Palo Verde 2,100
02/19/2019,Palo Verde 3,100
02/19/2019,Peach Bottom 2,100
02/19/2019,Peach Bottom 3,100
02/19/2019,Perry 1,76
02/19/2019,Pilgrim 1,100
02/19/2019,Point Beach 1,100
02/19/2019,Point Beach 2,100
02/19/2019,Prairie Island 1,100
02/19/2019,Prairie Island 2,100
02/19/2019,Quad Cities 1,98
02/19/2019,Quad Cities 2,100
02/19/2019,River Bend 1,75
02/19/2019,Robinson 2,100
02/19/2019,Saint Lucie 1,100
02/19/2019,Saint Lucie 2,100
02/19/2019,Salem 1,100
02/19/2019,Salem 2,100
02/19/2019,Seabrook 1,100
02/19/2019,Sequoyah 1,100
02/19/2019,Sequoyah 2,100
02/19/2019,South Texas 1,100
02/19/2019,South Texas 2,100
02/19/2019,Summer,100
02/19/2019,Surry 1,100
02/19/2019,Surry 2,100
02/19/2019,Susquehanna 1,100
02/19/2019,Susquehanna 2,90
02/19/2019,Three Mile Island 1,100
02/19/2019,Turkey Point 3,100
02/19/2019,Turkey Point 4,100
02/19/2019,Vogtle 1,100
02/19/2019,Vogtle 2,100
02/19/2019,Waterford 3,0
02/19/2019,Watts Bar 1,100
02/19/2019,Watts Bar 2,100
02/19/2019,Wolf Creek 1,100
02/18/2019,Arkansas Nuclear 1,100
02/18/2019,Arkansas Nuclear 2,100
02/18/2019,Beaver Valley 1,100
02/18/2019,Beaver Valley 2,100
02/18/2019,Braidwood 1,100
02/18/2019,Braidwood 2,100
02/18/2019,Browns Ferry 1,100
02/18/2019,Browns Ferry 2,91
02/18/2019,Browns Ferry 3,100
02/18/2019,Brunswick 1,100
02/18/2019,Brunswick 2,100
02/18/2019,Byron 1,100
02/18/2019,Byron 2,100
02/18/2019,Callaway,100
02/18/2019,Calvert Cliffs 1,100
02/18/2019,Calvert Cliffs 2,0
02/18/2019,Catawba 1,100
02/18/2019,Catawba 2,100
02/18/2019,Clinton,98
02/18/2019,Columbia Generating Station,100
02/18/2019,Comanche Peak 1,100
02/18/2019,Comanche Peak 2,100
02/18/2019,Cooper,100
02/18/2019,D.C. Cook 1,97
02/18/2019,D.C. Cook 2,100
02/18/2019,Davis-Besse,100
02/18/2019,Diablo Canyon 1,0
02/18/2019,Diablo Canyon 2,100
02/18/2019,Dresden 2,100
02/18/2019,Dresden 3,100
02/18/2019,Duane Arnold,100
02/18/2019,Farley 1,100
02/18/2019,Farley 2,100
02/18/2019,Fermi 2,100
02/18/2019,FitzPatrick,100
02/18/2019,Ginna,100
02/18/2019,Grand Gulf 1,100
02/18/2019,Harris 1,100
02/18/2019,Hatch 1,100
02/18/2019,Hatch 2,0
02/18/2019,Hope Creek 1,100
02/18/2019,Indian Point 2,100
02/18/2019,Indian Point 3,100
02/18/2019,LaSalle 1,100
02/18/2019,LaSalle 2,0
02/18/2019,Limerick 1,100
02/18/2019,Limerick 2,100
02/18/2019,McGuire 1,100
02/18/2019,McGuire 2,100
02/18/2019,Millstone 2,100
02/18/2019,Millstone 3,100
02/18/2019,Monticello,89
02/18/2019,Nine Mile Point 1,92
02/18/2019,Nine Mile Point 2,100
02/18/2019,North Anna 1,100
02/18/2019,North Anna 2,97
02/18/2019,Oconee 1,100
02/18/2019,Oconee 2,100
02/18/2019,Oconee 3,100
02/18/2019,Oyster Creek,0
02/18/2019,Palisades,100
02/18/2019,Palo Verde 1,100
02/18/2019,Palo Verde 2,100
02/18/2019,Palo Verde 3,100
02/18/2019,Peach Bottom 2,100
02/18/2019,Peach Bottom 3,100
02/18/2019,Perry 1,76
02/18/2019,Pilgrim 1,100
02/18/2019,Point Beach 1,100
02/18/2019,Point Beach 2,100
02/18/2019,Prairie Island 1,100
02/18/2019,Prairie Island 2,100
02/18/2019,Quad Cities 1,98
02/18/2019,Quad Cities 2,100
02/18/2019,River Bend 1,75
02/18/2019,Robinson 2,100
02/18/2019,Saint Lucie 1,100
02/18/2019,Saint Lucie 2,100
02/18/2019,Salem 1,100
02/18/2019,Salem 2,100
02/18/2019,Seabrook 1,100
02/18/2019,Sequoyah 1,100
02/18/2019,Sequoyah 2,100
02/18/2019,South Texas 1,100
02/18/2019,South Texas 2,100
02/18/2019,Summer,100
02/18/2019,Surry 1,100
02/18/2019,Surry 2,100
02/18/2019,Susquehanna 1,100
02/18/2019,Susquehanna 2,90
02/18/2019,Three Mile Island 1,100
02/18/2019,Turkey Point 3,100
02/18/2019,Turkey Point 4,100
02/18/2019,Vogtle 1,100
02/18/2019,Vogtle 2,100
02/18/2019,Waterford 3,0
02/18/2019,Watts Bar 1,100
02/18/2019,Watts Bar 2,100
02/18/2019,Wolf Creek 1,100
02/17/2019,Arkansas Nuclear 1,100
02/17/2019,Arkansas Nuclear 2,100
02/17/2019,Beaver Valley 1,100
02/17/2019,Beaver Valley 2,100
02/17/2019,Braidwood 1,100
02/17/2019,Braidwood 2,100
02/17/2019,Browns Ferry 1,100
02/17/2019,Browns Ferry 2,92
02/17/2019,Browns Ferry 3,100
02/17/2019,Brunswick 1,100
02/17/2019,Brunswick 2,100
02/17/2019,Byron 1,100
02/17/2019,Byron 2,100
02/17/2019,Callaway,100
02/17/2019,Calvert Cliffs 1,100
02/17/2019,Calvert Cliffs 2,87
02/17/2019,Catawba 1,100
02/17/2019,Catawba 2,100
02/17/2019,Clinton,98
02/17/2019,Columbia Generating Station,100
02/17/2019,Comanche Peak 1,100
02/17/2019,Comanche Peak 2,100
02/17/2019,Cooper,100
02/17/2019,D.C. Cook 1,98
02/17/2019,D.C. Cook 2,100
02/17/2019,Davis-Besse,100
02/17/2019,Diablo Canyon 1,0
02/17/2019,Diablo Canyon 2,100
02/17/2019,Dresden 2,100
02/17/2019,Dresden 3,100
02/17/2019,Duane Arnold,100
02/17/2019,Farley 1,100
02/17/2019,Farley 2,100
02/17/2019,Fermi 2,100
02/17/2019,FitzPatrick,100
02/17/2019,Ginna,100
02/17/2019,Grand Gulf 1,100
02/17/2019,Harris 1,100
02/17/2019,Hatch 1,100
02/17/2019,Hatch 2,0
02/17/2019,Hope Creek 1,100
02/17/2019,Indian Point 2,100
02/17/2019,Indian Point 3,100
02/17/2019,LaSalle 1,100
02/17/2019,LaSalle 2,85
02/17/2019,Limerick 1,100
02/17/2019,Limerick 2,100
02/17/2019,McGuire 1,100
02/17/2019,McGuire 2,100
02/17/2019,Millstone 2,100
02/17/2019,Millstone 3,100
02/17/2019,Monticello,89
02/17/2019,Nine Mile Point 1,92
02/17/2019,Nine Mile Point 2,100
02/17/2019,North Anna 1,100
02/17/2019,North Anna 2,98
02/17/2019,Oconee 1,100
02/17/2019,Oconee 2,100
02/17/2019,Oconee 3,100
02/17/2019,Oyster Creek,0
02/17/2019,Palisades,100
02/17/2019,Palo Verde 1,100
02/17/2019,Palo Verde 2,100
02/17/2019,Palo Verde 3,100
02/17/2019,Peach Bottom 2,100
02/17/2019,Peach Bottom 3,100
02/17/2019,Perry 1,76
02/17/2019,Pilgrim 1,100
02/17/2019,Point Beach 1,100
02/17/2019,Point Beach 2,100
02/17/2019,Prairie Island 1,100
02/17/2019,Prairie Island 2,100
02/17/2019,Quad Cities 1,99
02/17/2019,Quad Cities 2,100
02/17/2019,River Bend 1,75
02/17/2019,Robinson 2,100
02/17/2019,Saint Lucie 1,100
02/17/2019,Saint Lucie 2,100
02/17/2019,Salem 1,100
02/17/2019,Salem 2,100
02/17/2019,Seabrook 1,100
02/17/2019,Sequoyah 1,100
02/17/2019,Sequoyah 2,100
02/17/2019,South Texas 1,100
02/17/2019,South Texas 2,100
02/17/2019,Summer,100
02/17/2019,Surry 1,100
02/17/2019,Surry 2,100
02/17/2019,Susquehanna 1,100
02/17/2019,Susquehanna 2,90
02/17/2019,Three Mile Island 1,100
02/17/2019,Turkey Point 3,100
02/17/2019,Turkey Point 4,100
02/17/2019,Vogtle 1,100
02/17/2019,Vogtle 2,100
02/17/2019,Waterford 3,0
02/17/2019,Watts Bar 1,100
02/17/2019,Watts Bar 2,100
02/17/2019,Wolf Creek 1,100
02/16/2019,Arkansas Nuclear 1,100
02/16/2019,Arkansas Nuclear 2,100
02/16/2019,Beaver Valley 1,100
02/16/2019,Beaver Valley 2,100
02/16/2019,Braidwood 1,100
02/16/2019,Braidwood 2,100
02/16/2019,Browns Ferry 1,100
02/16/2019,Browns Ferry 2,92
02/16/2019,Browns Ferry 3,100
02/16/2019,Brunswick 1,100
02/16/2019,Brunswick 2,100
02/16/2019,Byron 1,100
02/16/2019,Byron 2,100
02/16/2019,Callaway,100
02/16/2019,Calvert Cliffs 1,100
02/16/2019,Calvert Cliffs 2,88
02/16/2019,Catawba 1,100
02/16/2019,Catawba 2,100
02/16/2019,Clinton,94
02/16/2019,Columbia Generating Station,100
02/16/2019,Comanche Peak 1,100
02/16/2019,Comanche Peak 2,100
02/16/2019,Cooper,100
02/16/2019,D.C. Cook 1,100
02/16/2019,D.C. Cook 2,100
02/16/2019,Davis-Besse,100
02/16/2019,Diablo Canyon 1,0
02/16/2019,Diablo Canyon 2,100
02/16/2019,Dresden 2,100
02/16/2019,Dresden 3,100
02/16/2019,Duane Arnold,100
02/16/2019,Farley 1,100
02/16/2019,Farley 2,100
02/16/2019,Fermi 2,100
02/16/2019,FitzPatrick,100
02/16/2019,Ginna,100
02/16/2019,Grand Gulf 1,100
02/16/2019,Harris 1,100
02/16/2019,Hatch 1,100
02/16/2019,Hatch 2,0
02/16/2019,Hope Creek 1,100
02/16/2019,Indian Point 2,100
02/16/2019,Indian Point 3,100
02/16/2019,LaSalle 1,100
02/16/2019,LaSalle 2,85
02/16/2019,Limerick 1,100
02/16/2019,Limerick 2,100
02/16/2019,McGuire 1,100
02/16/2019,McGuire 2,100
02/16/2019,Millstone 2,100
02/16/2019,Millstone 3,100
02/16/2019,Monticello,90
02/16/2019,Nine Mile Point 1,93
02/16/2019,Nine Mile Point 2,100
02/16/2019,North Anna 1,100
02/16/2019,North Anna 2,98
02/16/2019,Oconee 1,100
02/16/2019,Oconee 2,100
02/16/2019,Oconee 3,100
02/16/2019,Oyster Creek,0
02/16/2019,Palisades,100
02/16/2019,Palo Verde 1,100
02/16/2019,Palo Verde 2,100
02/16/2019,Palo Verde 3,100
02/16/2019,Peach Bottom 2,100
02/16/2019,Peach Bottom 3,100
02/16/2019,Perry 1,76
02/16/2019,Pilgrim 1,100
02/16/2019,Point Beach 1,100
02/16/2019,Point Beach 2,100
02/16/2019,Prairie Island 1,100
02/16/2019,Prairie Island 2,100
02/16/2019,Quad Cities 1,100
02/16/2019,Quad Cities 2,100
02/16/2019,River Bend 1,75
02/16/2019,Robinson 2,100
02/16/2019,Saint Lucie 1,100
02/16/2019,Saint Lucie 2,100
02/16/2019,Salem 1,100
02/16/2019,Salem 2,100
02/16/2019,Seabrook 1,100
02/16/2019,Sequoyah 1,100
02/16/2019,Sequoyah 2,100
02/16/2019,South Texas 1,100
02/16/2019,South Texas 2,100
02/16/2019,Summer,100
02/16/2019,Surry 1,100
02/16/2019,Surry 2,100
02/16/2019,Susquehanna 1,100
02/16/2019,Susquehanna 2,90
02/16/2019,Three Mile Island 1,100
02/16/2019,Turkey Point 3,100
02/16/2019,Turkey Point 4,100
02/16/2019,Vogtle 1,100
02/16/2019,Vogtle 2,100
02/16/2019,Waterford 3,0
02/16/2019,Watts Bar 1,100
02/16/2019,Watts Bar 2,100
02/16/2019,Wolf Creek 1,100
02/15/2019,Arkansas Nuclear 1,100
02/15/2019,Arkansas Nuclear 2,100
02/15/2019,Beaver Valley 1,100
02/15/2019,Beaver Valley 2,100
02/15/2019,Braidwood 1,100
02/15/2019,Braidwood 2,100
02/15/2019,Browns Ferry 1,100
02/15/2019,Browns Ferry 2,92
02/15/2019,Browns Ferry 3,100
02/15/2019,Brunswick 1,100
02/15/2019,Brunswick 2,100
02/15/2019,Byron 1,100
02/15/2019,Byron 2,100
02/15/2019,Callaway,100
02/15/2019,Calvert Cliffs 1,100
02/15/2019,Calvert Cliffs 2,88
02/15/2019,Catawba 1,100
02/15/2019,Catawba 2,100
02/15/2019,Clinton,94
02/15/2019,Columbia Generating Station,100
02/15/2019,Comanche Peak 1,100
02/15/2019,Comanche Peak 2,100
02/15/2019,Cooper,100
02/15/2019,D.C. Cook 1,100
02/15/2019,D.C. Cook 2,100
02/15/2019,Davis-Besse,100
02/15/2019,Diablo Canyon 1,0
02/15/2019,Diablo Canyon 2,100
02/15/2019,Dresden 2,100
02/15/2019,Dresden 3,100
02/15/2019,Duane Arnold,100
02/15/2019,Farley 1,100
02/15/2019,Farley 2,100
02/15/2019,Fermi 2,100
02/15/2019,FitzPatrick,100
02/15/2019,Ginna,100
02/15/2019,Grand Gulf 1,100
02/15/2019,Harris 1,100
02/15/2019,Hatch 1,100
02/15/2019,Hatch 2,0
02/15/2019,Hope Creek 1,100
02/15/2019,Indian Point 2,100
02/15/2019,Indian Point 3,100
02/15/2019,LaSalle 1,100
02/15/2019,LaSalle 2,85
02/15/2019,Limerick 1,100
02/15/2019,Limerick 2,100
02/15/2019,McGuire 1,100
02/15/2019,McGuire 2,100
02/15/2019,Millstone 2,100
02/15/2019,Millstone 3,100
02/15/2019,Monticello,90
02/15/2019,Nine Mile Point 1,94
02/15/2019,Nine Mile Point 2,100
02/15/2019,North Anna 1,100
02/15/2019,North Anna 2,98
02/15/2019,Oconee 1,100
02/15/2019,Oconee 2,100
02/15/2019,Oconee 3,100
02/15/2019,Oyster Creek,0
02/15/2019,Palisades,100
02/15/2019,Palo Verde 1,100
02/15/2019,Palo Verde 2,100
02/15/2019,Palo Verde 3,100
02/15/2019,Peach Bottom 2,100
02/15/2019,Peach Bottom 3,100
02/15/2019,Perry 1,77
02/15/2019,Pilgrim 1,100
02/15/2019,Point Beach 1,100
02/15/2019,Point Beach 2,100
02/15/2019,Prairie Island 1,100
02/15/2019,Prairie Island 2,100
02/15/2019,Quad Cities 1,100
02/15/2019,Quad Cities 2,100
02/15/2019,River Bend 1,69
02/15/2019,Robinson 2,100
02/15/2019,Saint Lucie 1,100
02/15/2019,Saint Lucie 2,100
02/15/2019,Salem 1,100
02/15/2019,Salem 2,100
02/15/2019,Seabrook 1,100
02/15/2019,Sequoyah 1,100
02/15/2019,Sequoyah 2,100
02/15/2019,South Texas 1,100
02/15/2019,South Texas 2,100
02/15/2019,Summer,100
02/15/2019,Surry 1,100
02/15/2019,Surry 2,100
02/15/2019,Susquehanna 1,100
02/15/2019,Susquehanna 2,91
02/15/2019,Three Mile Island 1,100
02/15/2019,Turkey Point 3,100
02/15/2019,Turkey Point 4,100
02/15/2019,Vogtle 1,100
02/15/2019,Vogtle 2,100
02/15/2019,Waterford 3,0
02/15/2019,Watts Bar 1,100
02/15/2019,Watts Bar 2,100
02/15/2019,Wolf Creek 1,100
02/14/2019,Arkansas Nuclear 1,100
02/14/2019,Arkansas Nuclear 2,100
02/14/2019,Beaver Valley 1,100
02/14/2019,Beaver Valley 2,100
02/14/2019,Braidwood 1,100
02/14/2019,Braidwood 2,100
02/14/2019,Browns Ferry 1,100
02/14/2019,Browns Ferry 2,92
02/14/2019,Browns Ferry 3,100
02/14/2019,Brunswick 1,100
02/14/2019,Brunswick 2,100
02/14/2019,Byron 1,100
02/14/2019,Byron 2,100
02/14/2019,Callaway,100
02/14/2019,Calvert Cliffs 1,100
02/14/2019,Calvert Cliffs 2,89
02/14/2019,Catawba 1,100
02/14/2019,Catawba 2,100
02/14/2019,Clinton,98
02/14/2019,Columbia Generating Station,100
02/14/2019,Comanche Peak 1,100
02/14/2019,Comanche Peak 2,100
02/14/2019,Cooper,100
02/14/2019,D.C. Cook 1,100
02/14/2019,D.C. Cook 2,100
02/14/2019,Davis-Besse,100
02/14/2019,Diablo Canyon 1,0
02/14/2019,Diablo Canyon 2,100
02/14/2019,Dresden 2,100
02/14/2019,Dresden 3,100
02/14/2019,Duane Arnold,100
02/14/2019,Farley 1,100
02/14/2019,Farley 2,100
02/14/2019,Fermi 2,100
02/14/2019,FitzPatrick,100
02/14/2019,Ginna,100
02/14/2019,Grand Gulf 1,100
02/14/2019,Harris 1,100
02/14/2019,Hatch 1,100
02/14/2019,Hatch 2,0
02/14/2019,Hope Creek 1,100
02/14/2019,Indian Point 2,100
02/14/2019,Indian Point 3,100
02/14/2019,LaSalle 1,100
02/14/2019,LaSalle 2,85
02/14/2019,Limerick 1,100
02/14/2019,Limerick 2,100
02/14/2019,McGuire 1,100
02/14/2019,McGuire 2,100
02/14/2019,Millstone 2,100
02/14/2019,Millstone 3,100
02/14/2019,Monticello,90
02/14/2019,Nine Mile Point 1,93
02/14/2019,Nine Mile Point 2,100
02/14/2019,North Anna 1,100
02/14/2019,North Anna 2,98
02/14/2019,Oconee 1,100
02/14/2019,Oconee 2,100
02/14/2019,Oconee 3,100
02/14/2019,Oyster Creek,0
02/14/2019,Palisades,100
02/14/2019,Palo Verde 1,100
02/14/2019,Palo Verde 2,100
02/14/2019,Palo Verde 3,100
02/14/2019,Peach Bottom 2,100
02/14/2019,Peach Bottom 3,100
02/14/2019,Perry 1,77
02/14/2019,Pilgrim 1,100
02/14/2019,Point Beach 1,100
02/14/2019,Point Beach 2,100
02/14/2019,Prairie Island 1,100
02/14/2019,Prairie Island 2,100
02/14/2019,Quad Cities 1,100
02/14/2019,Quad Cities 2,100
02/14/2019,River Bend 1,75
02/14/2019,Robinson 2,100
02/14/2019,Saint Lucie 1,100
02/14/2019,Saint Lucie 2,100
02/14/2019,Salem 1,100
02/14/2019,Salem 2,100
02/14/2019,Seabrook 1,100
02/14/2019,Sequoyah 1,100
02/14/2019,Sequoyah 2,100
02/14/2019,South Texas 1,100
02/14/2019,South Texas 2,100
02/14/2019,Summer,100
02/14/2019,Surry 1,100
02/14/2019,Surry 2,100
02/14/2019,Susquehanna 1,100
02/14/2019,Susquehanna 2,91
02/14/2019,Three Mile Island 1,100
02/14/2019,Turkey Point 3,100
02/14/2019,Turkey Point 4,100
02/14/2019,Vogtle 1,100
02/14/2019,Vogtle 2,100
02/14/2019,Waterford 3,0
02/14/2019,Watts Bar 1,100
02/14/2019,Watts Bar 2,100
02/14/2019,Wolf Creek 1,100
02/13/2019,Arkansas Nuclear 1,100
02/13/2019,Arkansas Nuclear 2,100
02/13/2019,Beaver Valley 1,100
02/13/2019,Beaver Valley 2,100
02/13/2019,Braidwood 1,100
02/13/2019,Braidwood 2,100
02/13/2019,Browns Ferry 1,100
02/13/2019,Browns Ferry 2,92
02/13/2019,Browns Ferry 3,100
02/13/2019,Brunswick 1,100
02/13/2019,Brunswick 2,100
02/13/2019,Byron 1,100
02/13/2019,Byron 2,100
02/13/2019,Callaway,100
02/13/2019,Calvert Cliffs 1,100
02/13/2019,Calvert Cliffs 2,90
02/13/2019,Catawba 1,100
02/13/2019,Catawba 2,100
02/13/2019,Clinton,98
02/13/2019,Columbia Generating Station,100
02/13/2019,Comanche Peak 1,100
02/13/2019,Comanche Peak 2,100
02/13/2019,Cooper,100
02/13/2019,D.C. Cook 1,100
02/13/2019,D.C. Cook 2,100
02/13/2019,Davis-Besse,100
02/13/2019,Diablo Canyon 1,0
02/13/2019,Diablo Canyon 2,100
02/13/2019,Dresden 2,100
02/13/2019,Dresden 3,100
02/13/2019,Duane Arnold,100
02/13/2019,Farley 1,100
02/13/2019,Farley 2,100
02/13/2019,Fermi 2,100
02/13/2019,FitzPatrick,100
02/13/2019,Ginna,100
02/13/2019,Grand Gulf 1,100
02/13/2019,Harris 1,100
02/13/2019,Hatch 1,100
02/13/2019,Hatch 2,0
02/13/2019,Hope Creek 1,100
02/13/2019,Indian Point 2,100
